centralize_hre_title;Centralize the Holy Roman Empire;Centraliser le Saint Empire Romain;Zentralisieren Sie das Heilige Römische Reich;Centralizacja Swiete Cesarstwo Rzymskie;Centralizar el Sacro Imperio Romano;Centralizzare il Sacro Romano Impero;Centralizálja a Szent Római Birodalom;Centralizovat Svatá ríše rímská;Centralizálja a Szent Római Birodalom;Centraliseren van het Heilige Roomse Rijk;Centralize o Sacro Império Romano;????????????? ????????? ??????? ???????;Keskitä Pyhän roomalaisen keisarikunnan;x
form_the_undeads_desc;For times we wandered on this Earth as rotting corpses, it is now time that we start to dominate with the power of our Hellish lord.;Pour les temps où nous avons erré sur cette Terre en tant que cadavres en décomposition, il est maintenant temps que nous commencions à dominer avec la puissance de notre seigneur infernal.;Für die Zeiten, in denen wir auf dieser Erde als verrottende Leichen gewandert sind, ist es jetzt an der Zeit, dass wir beginnen, mit der Macht unseres höllischen Herrn zu dominieren.;Po raz Przeszlismy te Ziemie jak gnijace trupy, teraz jest czas, abysmy zaczeli dominowac moca piekielna naszego Pana.;Para los tiempos que hemos deambulado en esta Tierra como cadáveres podridos, es hora de que comencemos a dominar con el poder de nuestro señor infernal.;Per le volte che abbiamo vagato su questa Terra come cadaveri in decomposizione, è giunto il momento per noi di iniziare a dominare con il potere del nostro signore infernale.;Abban az idoben, amikor a Földön rothadó holttestként vándorolunk, most van itt az ideje, hogy a pokolbeli uram erejével uralkodjunk.;Na casy, kdy jsme touto Zemou putovali jako hnilobící mrtvoly, je nyní cas, abychom zacali ovládat moc našeho pekelného pána.;Abban az idoben, amikor a Földön rothadó holttestként vándorolunk, most van itt az ideje, hogy a pokolbeli uram erejével uralkodjunk.;Voor de tijd dat we als rottende lijken op deze aarde hebben rondgedwaald, is het nu tijd voor ons om te beginnen te domineren met de kracht van onze helse heer.;Nos tempos em que viramos nesta Terra como cadáveres apodrecendo, é hora de começarmos a dominar com o poder do nosso infernal Senhor.;? ?? ???????, ????? ?? ???????? ?? ???? ????? ??? ??????? ?????, ??????? ????? ??? ??? ?????? ???????????? ????? ?????? ??????? ?????.;Sillä kun me vaelsi maan päällä kuin mätää ruumiiden, nyt on aika, että alkoi hallita voimalla meidän helvetillisen Herramme.;x
go_away_undeads_title;Funny statistics;Statistiques amusantes;Spaß Statistiken;Zabawne statystyki;Estadísticas divertidas;Statistiche divertenti;Fun statisztikák;Zábavné statistiky;Fun statisztikák;Leuke statistieken;Estatísticas divertidas;??????? ??????????;Hauskoja tilastoja;x
go_away_undeads_desc;Your statistics say that you have animals, undeads, and aliens living in your state. Weird...;Vos statistiques indiquent que vous avez des animaux, des morts-vivants et des étrangers vivant dans votre état. Bizarre...;Deine Statistiken zeigen an, dass du Tiere, Untote und Fremde in deinem Staat hast. Seltsam...;Twoje statystyki wskazuja, ze masz zwierzeta, nieumarlych i nieznajomych, którzy zyja w twoim stanie. Dziwne ...;Sus estadísticas indican que tiene animales, muertos vivientes y extraños que viven en su estado. Extraño ...;Le tue statistiche indicano che hai animali, non morti e estranei che vivono nel tuo stato. Strano ...;Statisztikái azt mutatják, hogy állatok, élohalottok és idegenek élnek az Ön államában. Furcsa ...;Vaše statistiky naznacují, že ve vašem státe žije zvírata, nemrtví a cizí lidé. Divný ...;Statisztikái azt mutatják, hogy állatok, élohalottok és idegenek élnek az Ön államában. Furcsa ...;Je statistieken geven aan dat je dieren, ondoden en vreemden in je staat hebt. Raar ...;Suas estatísticas indicam que você tem animais, mortos-vivos e estranhos que vivem em seu estado. Estranho ...;???? ?????????? ??????????, ??? ? ??? ???? ????????, ?????? ? ?????????? ????, ??????? ? ????? ???????????. Weird ...;Tilastot osoittavat, että sinulla on eläimiä, undead ja vieraita, jotka asuvat omassa tilassa. Outo ...;x
we_are_the_undeads_title;Are you sure you're a human?;Êtes-vous sûr que vous êtes un humain?;Bist du sicher, dass du ein Mensch bist?;Jestes pewien, ze jestes czlowiekiem?;¿Estás seguro de que eres un humano?;Sei sicuro di essere un umano?;Biztos vagy benne, hogy ember vagy?;Jste si jistý, že jste clovek?;Biztos vagy benne, hogy ember vagy?;Weet je zeker dat je een mens bent?;Tem certeza de que é um ser humano?;?? ???????, ??? ?? ????????;Oletko varma, että olet ihminen?;x
we_are_the_undeads_desc;No human could ever survive inside our lands, let's not even ask why.;Aucun humain ne pourrait jamais survivre dans nos terres, ne demandons même pas pourquoi.;Kein Mensch könnte jemals auf unserem Land überleben, fragen Sie nicht einmal warum.;Zaden czlowiek nie móglby przezyc na naszej ziemi, nawet nie pytaj dlaczego.;Ningún ser humano podría sobrevivir en nuestra tierra, ni siquiera preguntar por qué.;Nessun essere umano potrebbe mai sopravvivere sulla nostra terra, non chiedere nemmeno perché.;Egyetlen ember sem élhet túl a földünkön, nem is kérdezheti meg miért.;Žádný clovek na naší zemi nikdy nemuže prežít, ani se neptat proc.;Egyetlen ember sem élhet túl a földünkön, nem is kérdezheti meg miért.;Geen mens zou ooit op ons land kunnen overleven, vraag niet eens waarom.;Nenhum humano jamais poderia sobreviver em nossa terra, nem se pergunte por quê.;?? ???? ??????? ?? ???? ?? ?????? ?? ????? ?????, ???? ?? ???????????, ??????.;Mikään ihminen ei voi selviytyä maassamme, älä edes kysy miksi.;x
theocracy;Theocracy;Théocratie;Theokratie;Teokracja;Teocracia;Teocrazia;Teokrácia;Teokracie;Teokrácia;Theocratie;Teocracia;Teokratiya;Teokratia;x
theocracy_ruler;My Holiness;Ma Sainteté;Meine Heiligkeit;Moja Swiatobliwosc;Mi Santidad;Mia Santità;Az én Szentségem;Mé Svatosti;Az én Szentségem;Mijn Heiligheid;Minha Santidade;Moye Svyateyshestvo;Oma Pyhyyteni;x
form_ireland_title;The Irish Clans;Les Clains Irlandais;Die Irischen Clans;Irlandzkie Klany;Los Clanes Irlandeses;I Clan Irlandesi;Az ír klánok;Irské Klany;Az ír klánok;De Ierse Clans;Os Clãs Irlandeses;Irlandskiye klany;Irlannin klaanit;x
form_ireland_desc;From time immemorial, the Irishmen fighted among themselves, while succumbing against the troops from the other side of the sea. Now, the country shall unite.;Depuis des temps immémoriaux, les Irlandais se battaient entre eux, tout en succombant aux troupes de l'autre côté de la mer. Maintenant, le pays s'unira.;Seit undenklichen Zeiten kämpften die Iren untereinander, während sie gegen die Truppen von der anderen Seite des Meeres fielen. Jetzt soll das Land sich vereinigen.;Od niepamietnych czasów Irlandczycy walczyli miedzy soba, ulegajac wojsku zza morza. Teraz kraj sie zjednoczy.;Desde tiempo inmemorial, los irlandeses lucharon entre ellos, mientras sucumbían contra las tropas del otro lado del mar. Ahora, el país se unirá.;Da tempo immemore, gli Irlandesi hanno combattuto fra di loro, mentre soccombevano alle truppe dall’altro lato del mare. Adesso, il paese sarà unito.;Idorol idore az ír férfiak harcoltak egymás között, miközben a tenger túloldalán a csapatok ellen szenvedtek. Most az ország egyesül.;Od nepameti Irši bojovali mezi sebou, zatímco podléhali vojákum z druhé strany more. Nyní se zeme sjednotí.;Idorol idore az ír férfiak harcoltak egymás között, miközben a tenger túloldalán a csapatok ellen szenvedtek. Most az ország egyesül.;Van oudsher vochten de Ieren onder elkaar, terwijl ze bezweken tegen de troepen van de andere kant van de zee. Nu, het land zal zich verenigen.;Desde tempos imemoriais, os irlandeses despencaram entre si, enquanto sucumbiam contra as tropas do outro lado do mar. Agora, o país deve unir-se.;S nezapamyatnykh vremen irlandtsy srazhalis' mezhdu soboy, ustupaya voyskam s drugoy storony morya. Teper' strana ob"yedinitsya.;Muinaikainen aika, irlantilaiset taistelivat keskenään samalla kun heidät joutuivat vastustamaan joukkojen toisella puolella merta. Nyt maa yhdistyy.;x
form_greece_title;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;x
form_greece_desc;The glory of the Byzantines survived their fall. The peoples of Rome, now under the name of the Hellenes, have for centuries tried to unite to restore the ancient empire and to face the threats from the East and the North.;La gloire des Byzantins a survécu à leur chute. Les peuples de Rome, maintenant sous le nom des Hellènes, ont essayé pendant des siècles de s'unir pour restaurer l'ancien empire et faire face aux menaces de l'Est et du Nord.;Der Ruhm der Byzantiner überlebte ihren Fall. Die Völker Roms, jetzt unter dem Namen der Hellenen, haben jahrhundertelang versucht, sich zu vereinen, um das alte Reich wiederherzustellen und den Bedrohungen aus dem Osten und dem Norden zu begegnen.;Chwala Bizantyjczyków przetrwala ich upadek. Narody Rzymu, obecnie pod nazwa Hellenes, przez wieki staraly sie zjednoczyc, aby przywrócic dawne imperium i stawic czola zagrozeniom ze Wschodu i Pólnocy.;La gloria de los bizantinos sobrevivió a su caída. Los pueblos de Roma, ahora bajo el nombre de los helenos, han intentado durante siglos unirse para restaurar el antiguo imperio y enfrentar las amenazas del este y del norte.;La gloria dei Bizantini è sopravvissuta alla loro caduta. I popoli di Roma, ora sotto il nome di Elleni, hanno per secoli tentato di ricostruire l’antico impero e combattere le minacce dell’Est e del Nord.;A bizánciak dicsosége túlélte a bukását. A rómaiak, a hellének néven évszázadok óta megpróbálták egyesülni az ókori birodalom helyreállítása és a keleti és északi fenyegetésekkel szembenézni.;Slavnost byzantu prežila jejich pád. Rímské národy, nyní pod jménem Heléncu, se po staletí pokoušely sjednotit obnovení staré ríše a celit hrozbám z východu a severu.;A bizánciak dicsosége túlélte a bukását. A rómaiak, a hellének néven évszázadok óta megpróbálták egyesülni az ókori birodalom helyreállítása és a keleti és északi fenyegetésekkel szembenézni.;De glorie van de Byzantijnen overleefde hun val. De volkeren van Rome, nu onder de naam van de Hellenen, proberen al eeuwenlang zich te verenigen om het oude rijk te herstellen en de dreigementen van het Oosten en het Noorden onder ogen te zien.;A glória dos bizantinos sobreviveu à sua queda. Os povos de Roma, agora sob o nome dos helenos, há séculos tentaram se unir para restaurar o antigo império e enfrentar as ameaças do Oriente e do Norte.;Slava vizantiytsev perezhila ikh padeniye. Narody Rima, nyne pod imenem ellinov, na protyazhenii vekov pytalis' ob"yedinit'sya, chtoby vosstanovit' drevnyuyu imperiyu i stolknut'sya s ugrozami s Vostoka i Severa.;Bysanttilain kirkkaus selviytyi niiden laskuun. Rooman kansat, jotka nyt ovat Hellenien nimissä, ovat vuosisatojen ajan yrittäneet yhdistyä muinaisen valtakunnan palauttamiseksi ja isän ja pohjoisen uhkien kohtaamiseksi.;x
